order_id,order_placed_at,order_delivered_at
1526203,2023-03-06 12:54:37,2023-03-06 13:11:22.096255
1526204,2023-03-06 12:56:38,2023-03-06 13:11:55.795666
1526205,2023-03-06 13:00:46,2023-03-06 13:17:32.080810
1526206,2023-03-06 13:02:51,2023-03-06 13:17:53.217617
1526207,2023-03-06 13:10:11,2023-03-06 13:34:19.536922
1526208,2023-03-06 13:17:51,2023-03-06 13:33:05.737194
1526209,2023-03-06 13:18:06,2023-03-06 13:40:19.502163
1526210,2023-03-06 13:18:58,2023-03-06 14:00:49.913647
1526211,2023-03-06 13:19:34,2023-03-06 13:35:19.939107
1526212,2023-03-06 13:19:37,2023-03-06 13:35:01.458564
1526213,2023-03-06 13:24:12,2023-03-06 13:40:59.378178
1526214,2023-03-06 13:24:41,2023-03-06 13:46:52.467947
1526215,2023-03-06 13:28:24,2023-03-06 13:45:15.073008
1526216,2023-03-06 13:32:23,2023-03-06 13:48:13.805530
1526217,2023-03-06 13:32:43,2023-03-06 13:47:47.679047
1526218,2023-03-06 13:37:24,2023-03-06 13:52:32.686802
1526219,2023-03-06 13:42:58,2023-03-06 14:01:58.661242
1526220,2023-03-06 13:44:33,2023-03-06 14:04:55.089349
1526221,2023-03-06 13:45:32,2023-03-06 14:02:25.029621
1526222,2023-03-06 13:47:04,2023-03-06 14:02:19.840194
1526223,2023-03-06 13:52:37,2023-03-06 14:49:18.244155
1526224,2023-03-06 13:52:57,2023-03-06 14:08:01.079033
1526225,2023-03-06 13:53:40,2023-03-06 14:08:43.578187
1526226,2023-03-06 13:57:14,2023-03-06 14:12:14.534598
1526227,2023-03-06 13:57:31,2023-03-06 14:16:49.803778
1526228,2023-03-06 14:02:37,2023-03-06 14:17:42.451087
1526229,2023-03-06 14:11:02,2023-03-06 14:26:26.679622
1526230,2023-03-06 14:12:20,2023-03-06 14:27:42.981681
1526231,2023-03-06 14:12:27,2023-03-06 14:32:38.246767
1526232,2023-03-06 14:19:53,2023-03-06 14:34:55.996272
1526233,2023-03-06 14:22:05,2023-03-06 14:38:03.617830
1526234,2023-03-06 14:23:18,2023-03-06 14:45:52.053731
1526235,2023-03-06 14:24:31,2023-03-06 14:41:17.680648
1526236,2023-03-06 14:29:04,2023-03-06 14:44:44.452586
1526237,2023-03-06 14:29:22,2023-03-06 14:44:30.145967
1526238,2023-03-06 14:30:01,2023-03-06 14:45:03.556325
1526239,2023-03-06 14:33:30,2023-03-06 15:02:04.413973
1526240,2023-03-06 14:35:35,2023-03-06 14:50:59.283193
1526241,2023-03-06 14:37:18,2023-03-06 14:52:37.342762
1526242,2023-03-06 14:44:29,2023-03-06 15:01:54.627993
1526243,2023-03-06 14:45:23,2023-03-06 15:00:51.071230
1526244,2023-03-06 14:48:57,2023-03-06 15:04:20.775900
1526245,2023-03-06 14:49:15,2023-03-06 15:17:11.909910
1526246,2023-03-06 14:51:28,2023-03-06 15:07:00.640818
1526247,2023-03-06 14:52:25,2023-03-06 15:07:32.764488
1526248,2023-03-06 14:56:12,2023-03-06 15:14:04.710692
1526249,2023-03-06 15:02:58,2023-03-06 15:18:21.895255
1526250,2023-03-06 15:03:41,2023-03-06 15:28:01.095341
1526251,2023-03-06 15:05:49,2023-03-06 15:20:55.941180
1526252,2023-03-06 15:06:50,2023-03-06 15:35:14.110196
1526253,2023-03-06 15:19:11,2023-03-06 15:36:47.988352
1526254,2023-03-06 15:22:38,2023-03-06 15:37:45.756616
1526255,2023-03-06 15:23:04,2023-03-06 15:38:45.134361
1526256,2023-03-06 15:23:05,2023-03-06 15:38:45.629244
1526257,2023-03-06 15:24:48,2023-03-06 15:40:05.187069
1526258,2023-03-06 15:31:39,2023-03-06 15:48:22.937452
1526259,2023-03-06 15:38:36,2023-03-06 15:55:15.880135
1526260,2023-03-06 15:40:01,2023-03-06 15:55:29.666816
1526261,2023-03-06 15:45:37,2023-03-06 16:03:42.773375
1526262,2023-03-06 15:46:34,2023-03-06 16:26:44.399476
1526263,2023-03-06 15:48:17,2023-03-06 16:04:12.870749
1526264,2023-03-06 15:49:07,2023-03-06 16:13:01.858741
1526265,2023-03-06 15:49:24,2023-03-06 16:04:25.880324
1526266,2023-03-06 15:51:08,2023-03-06 16:07:17.261315
1526267,2023-03-06 15:52:43,2023-03-06 16:08:59.585717
1526268,2023-03-06 15:53:09,2023-03-06 16:10:01.180015
1526269,2023-03-06 15:54:10,2023-03-06 16:18:42.308428
1526270,2023-03-06 15:58:19,2023-03-06 16:13:36.027061
1526271,2023-03-06 15:58:48,2023-03-06 16:14:35.061500
1526272,2023-03-06 16:06:01,2023-03-06 16:24:48.598898
1526273,2023-03-06 16:15:14,2023-03-06 16:31:44.566108
1526274,2023-03-06 16:15:35,2023-03-06 16:33:02.354724
1526275,2023-03-06 16:17:24,2023-03-06 16:36:50.666089
1526276,2023-03-06 16:22:27,2023-03-06 16:39:07.406916
1526277,2023-03-06 16:22:41,2023-03-06 16:37:50.645801
1526278,2023-03-06 16:22:53,2023-03-06 16:38:10.170862
1526279,2023-03-06 16:25:52,2023-03-06 16:40:58.111123
1526280,2023-03-06 16:35:12,2023-03-06 16:55:02.022074
1526281,2023-03-06 16:37:12,2023-03-06 17:48:29.824108
1526282,2023-03-06 16:42:23,2023-03-06 16:57:45.491353
1526283,2023-03-06 16:47:03,2023-03-06 17:02:14.163020
1526284,2023-03-06 16:49:32,2023-03-06 17:05:00.770178
1526285,2023-03-06 16:52:11,2023-03-06 17:07:32.385340
1526286,2023-03-06 16:54:58,2023-03-06 17:10:16.231285
1526287,2023-03-06 16:59:22,2023-03-06 17:14:32.442922
1526288,2023-03-06 17:01:37,2023-03-06 17:21:32.627613
1526289,2023-03-06 17:02:09,2023-03-06 17:17:14.072761
1526290,2023-03-06 17:02:33,2023-03-06 17:18:42.916471
1526291,2023-03-06 17:03:14,2023-03-06 17:20:51.430992
1526292,2023-03-06 17:03:24,2023-03-06 17:18:37.098526
1526293,2023-03-06 17:04:38,2023-03-06 17:20:27.462649
1526294,2023-03-06 17:07:35,2023-03-06 17:48:06.928648
1526295,2023-03-06 17:11:53,2023-03-06 17:28:11.759458
1526296,2023-03-06 17:13:39,2023-03-06 17:29:04.252878
1526297,2023-03-06 17:15:09,2023-03-06 17:30:33.649340
1526298,2023-03-06 17:21:01,2023-03-06 17:36:09.542685
1526299,2023-03-06 17:27:03,2023-03-06 17:43:48.662243
1526300,2023-03-06 17:30:01,2023-03-06 17:47:27.784998
1526301,2023-03-06 17:32:33,2023-03-06 18:07:41.301202
1526302,2023-03-06 17:34:19,2023-03-06 17:51:24.970744
1526303,2023-03-06 17:37:42,2023-03-06 17:54:10.764184
1526304,2023-03-06 17:41:09,2023-03-06 18:00:50.650884
1526305,2023-03-06 17:41:45,2023-03-06 17:56:51.822918
1526306,2023-03-06 17:45:53,2023-03-06 18:01:43.515094
1526307,2023-03-06 17:46:31,2023-03-06 18:01:38.118633
1526308,2023-03-06 17:48:56,2023-03-06 18:05:01.261217
1526309,2023-03-06 17:49:06,2023-03-06 18:05:09.282976
1526310,2023-03-06 17:52:26,2023-03-06 18:07:34.336126
1526311,2023-03-06 17:53:15,2023-03-06 18:08:30.284086
1526312,2023-03-06 17:54:30,2023-03-06 18:09:33.231520
1526313,2023-03-06 17:55:11,2023-03-06 18:13:07.026728
1526314,2023-03-06 17:59:54,2023-03-06 18:15:57.331294
1526315,2023-03-06 18:01:51,2023-03-06 18:17:10.875874
1526316,2023-03-06 18:02:33,2023-03-06 18:20:19.200666
1526317,2023-03-06 18:10:39,2023-03-06 18:34:23.340998
1526318,2023-03-06 18:11:15,2023-03-06 18:26:28.421479
1526319,2023-03-06 18:11:44,2023-03-06 18:30:31.666112
1526320,2023-03-06 18:13:13,2023-03-06 18:28:40.372958
1526321,2023-03-06 18:15:38,2023-03-06 18:32:47.919570
1526322,2023-03-06 18:16:17,2023-03-06 18:38:54.375875
1526323,2023-03-06 18:19:29,2023-03-06 18:34:40.444226
1526324,2023-03-06 18:20:31,2023-03-06 18:36:58.695810
1526325,2023-03-06 18:24:12,2023-03-06 18:39:28.253546
1526326,2023-03-06 18:25:10,2023-03-06 18:40:45.502910
1526327,2023-03-06 18:28:17,2023-03-06 18:43:17.773939
1526328,2023-03-06 18:29:53,2023-03-06 18:51:21.841613
1526329,2023-03-06 18:32:21,2023-03-06 18:47:59.594071
1526330,2023-03-06 18:32:31,2023-03-06 18:47:39.936209
1526331,2023-03-06 18:33:10,2023-03-06 18:48:39.334098
1526332,2023-03-06 18:40:19,2023-03-06 18:56:30.521899
1526333,2023-03-06 18:46:16,2023-03-06 19:01:41.255947
1526334,2023-03-06 18:46:56,2023-03-06 19:02:24.706432
1526335,2023-03-06 18:51:55,2023-03-06 19:07:41.747055
1526336,2023-03-06 18:52:58,2023-03-06 19:19:11.966911
1526337,2023-03-06 18:55:05,2023-03-06 19:28:38.728934
1526338,2023-03-06 18:55:15,2023-03-06 19:10:37.012816
1526339,2023-03-06 18:56:13,2023-03-06 19:12:23.745862
1526340,2023-03-06 18:57:32,2023-03-06 19:13:08.077863
1526341,2023-03-06 18:58:44,2023-03-06 19:17:46.325260
1526342,2023-03-06 18:58:59,2023-03-06 19:14:54.826810
1526343,2023-03-06 19:00:16,2023-03-06 19:15:30.044170
1526344,2023-03-06 19:01:06,2023-03-06 19:17:39.659994
1526345,2023-03-06 19:02:39,2023-03-06 19:32:31.727923
1526346,2023-03-06 19:04:33,2023-03-06 19:20:16.055846
1526347,2023-03-06 19:07:22,2023-03-06 19:23:24.219627
1526348,2023-03-06 19:08:27,2023-03-06 19:23:38.809701
1526349,2023-03-06 19:08:29,2023-03-06 19:23:49.747919
1526350,2023-03-06 19:11:13,2023-03-06 19:30:35.852857
1526351,2023-03-06 19:14:48,2023-03-06 19:30:45.675618
1526352,2023-03-06 19:17:32,2023-03-06 20:08:31.540122
1526353,2023-03-06 19:21:13,2023-03-06 19:36:37.878443
1526354,2023-03-06 19:22:54,2023-03-06 19:39:05.726584
1526355,2023-03-06 19:24:52,2023-03-06 19:40:50.105501
1526356,2023-03-06 19:28:04,2023-03-06 19:43:37.685878
1526357,2023-03-06 19:29:26,2023-03-06 19:46:13.742462
1526358,2023-03-06 19:31:17,2023-03-06 19:46:25.127998
1526359,2023-03-06 19:32:07,2023-03-06 19:47:32.403002
1526360,2023-03-06 19:34:04,2023-03-06 19:49:14.205764
1526361,2023-03-06 19:36:23,2023-03-06 19:51:46.823081
1526362,2023-03-06 19:36:44,2023-03-06 19:52:42.236224
1526363,2023-03-06 19:38:07,2023-03-06 19:53:51.441014
1526364,2023-03-06 19:41:45,2023-03-06 19:57:17.940080
1526365,2023-03-06 19:41:51,2023-03-06 19:56:59.735926
1526366,2023-03-06 19:43:20,2023-03-06 19:58:22.874127
1526367,2023-03-06 19:44:14,2023-03-06 19:59:31.438111
1526368,2023-03-06 19:45:28,2023-03-06 20:00:46.936436
1526369,2023-03-06 19:56:04,2023-03-06 20:11:31.297413
1526370,2023-03-06 19:56:46,2023-03-06 20:12:42.811372
1526371,2023-03-06 19:57:19,2023-03-06 20:15:08.933488
1526372,2023-03-06 19:58:48,2023-03-06 20:21:05.919189
1526373,2023-03-06 20:00:03,2023-03-06 20:15:26.974636
1526374,2023-03-06 20:00:43,2023-03-06 20:19:54.488931
1526375,2023-03-06 20:00:55,2023-03-06 20:16:36.518974
1526376,2023-03-06 20:03:19,2023-03-06 20:18:19.281868
1526377,2023-03-06 20:09:49,2023-03-06 20:24:59.299619
1526378,2023-03-06 20:10:59,2023-03-06 20:26:02.514412
1526379,2023-03-06 20:13:36,2023-03-06 20:34:20.588536
1526380,2023-03-06 20:14:19,2023-03-06 20:29:21.188252
1526381,2023-03-06 20:17:12,2023-03-06 20:32:51.190024
1526382,2023-03-06 20:18:40,2023-03-06 20:34:23.806816
1526383,2023-03-06 20:18:53,2023-03-06 20:34:34.523244
1526384,2023-03-06 20:22:09,2023-03-06 20:37:31.964228
1526385,2023-03-06 20:22:12,2023-03-06 20:37:37.659311
1526386,2023-03-06 20:31:33,2023-03-06 20:46:57.909324
1526387,2023-03-06 20:34:29,2023-03-06 20:49:41.934981
1526388,2023-03-06 20:39:35,2023-03-06 21:04:11.776254
1526389,2023-03-06 20:42:17,2023-03-06 20:58:10.021697
1526390,2023-03-06 20:43:07,2023-03-06 21:01:04.205048
1526391,2023-03-06 20:48:49,2023-03-06 21:04:12.464651
1526392,2023-03-06 20:52:32,2023-03-06 21:07:50.934314
1526393,2023-03-06 20:56:03,2023-03-06 21:14:19.907500
1526394,2023-03-06 20:56:14,2023-03-06 21:11:36.005183
1526395,2023-03-06 20:56:30,2023-03-06 21:13:08.892206
1526396,2023-03-06 20:57:58,2023-03-06 21:15:34.577541
1526397,2023-03-06 20:58:06,2023-03-06 21:14:00.475751
1526398,2023-03-06 20:59:34,2023-03-06 21:14:39.017210
1526399,2023-03-06 21:01:06,2023-03-06 21:19:13.706585
1526400,2023-03-06 21:01:53,2023-03-06 21:18:08.291194
1526401,2023-03-06 21:03:53,2023-03-06 21:20:39.908577
1526402,2023-03-06 21:06:17,2023-03-06 21:21:20.891297
1526403,2023-03-06 21:12:32,2023-03-06 21:52:40.213862
1526404,2023-03-06 21:14:55,2023-03-06 21:30:42.690458
1526405,2023-03-06 21:15:39,2023-03-06 21:31:39.857472
1526406,2023-03-06 21:17:48,2023-03-06 21:32:56.047260
1526407,2023-03-06 21:27:26,2023-03-06 21:43:09.158583
1526408,2023-03-06 21:33:30,2023-03-06 21:52:19.805515
1526409,2023-03-06 21:35:29,2023-03-06 21:50:30.210692
1526410,2023-03-06 21:36:17,2023-03-06 21:52:51.715679
1526411,2023-03-06 21:40:09,2023-03-06 21:57:52.598051
1526412,2023-03-06 21:45:00,2023-03-06 22:00:28.092685
1526413,2023-03-06 21:48:26,2023-03-06 22:04:20.442425
1526414,2023-03-06 21:49:48,2023-03-06 22:07:26.429562
1526415,2023-03-06 21:53:44,2023-03-06 22:23:13.559499
1526416,2023-03-06 21:56:36,2023-03-06 22:12:39.662316
1526417,2023-03-06 21:57:43,2023-03-06 22:13:20.549609
1526418,2023-03-06 21:58:07,2023-03-06 22:14:03.919889
1526419,2023-03-06 21:59:50,2023-03-06 22:17:41.269999
1526420,2023-03-06 22:01:15,2023-03-06 22:16:40.102152
1526421,2023-03-06 22:03:01,2023-03-06 22:45:34.739946
1526422,2023-03-06 22:06:22,2023-03-06 22:21:47.607105
1526423,2023-03-06 22:06:56,2023-03-06 22:23:04.714024
1526424,2023-03-06 22:09:13,2023-03-06 22:24:27.999912
1526425,2023-03-06 22:09:36,2023-03-06 22:25:00.702244
1526426,2023-03-06 22:10:55,2023-03-06 22:28:47.278748
1526427,2023-03-06 22:16:06,2023-03-06 22:31:27.229328
1526428,2023-03-06 22:16:44,2023-03-06 22:32:47.096771
1526429,2023-03-06 22:17:43,2023-03-06 22:33:13.741768
1526430,2023-03-06 22:18:40,2023-03-06 22:33:58.169446
1526431,2023-03-06 22:18:56,2023-03-06 22:34:06.633714
1526432,2023-03-06 22:20:56,2023-03-06 22:36:34.837579
1526433,2023-03-06 22:22:13,2023-03-06 22:37:13.348869
1526434,2023-03-06 22:22:17,2023-03-06 22:38:51.019846
1526435,2023-03-06 22:25:26,2023-03-06 22:40:47.254651
1526436,2023-03-06 22:29:16,2023-03-06 22:44:19.453914
1526437,2023-03-06 22:31:50,2023-03-06 22:49:16.929385
1526438,2023-03-06 22:35:22,2023-03-06 22:50:27.019330
1526439,2023-03-06 22:38:58,2023-03-06 22:54:54.293123
1526440,2023-03-06 22:40:02,2023-03-06 22:56:19.118785
1526441,2023-03-06 22:42:59,2023-03-06 22:58:17.909761
1526442,2023-03-06 22:43:37,2023-03-06 22:58:54.601064
1526443,2023-03-06 22:46:00,2023-03-06 23:01:52.794999
1526444,2023-03-06 22:53:33,2023-03-06 23:15:47.974279
1526445,2023-03-06 22:53:44,2023-03-06 23:08:57.858577
1526446,2023-03-06 22:53:55,2023-03-06 23:09:00.272069
1526447,2023-03-06 22:57:03,2023-03-06 23:12:09.685614
1526448,2023-03-06 22:59:56,2023-03-06 23:16:14.580656
1526449,2023-03-06 23:00:47,2023-03-06 23:26:50.536438
1526450,2023-03-06 23:02:28,2023-03-06 23:17:41.022707
1526451,2023-03-06 23:06:23,2023-03-06 23:22:00.500404
1526452,2023-03-06 23:06:49,2023-03-06 23:31:46.974649
1526453,2023-03-06 23:09:02,2023-03-06 23:24:48.474445
1526454,2023-03-06 23:11:39,2023-03-06 23:26:56.306937
1526455,2023-03-06 23:12:17,2023-03-06 23:33:39.494006
1526456,2023-03-06 23:13:06,2023-03-06 23:33:28.662764
1526457,2023-03-06 23:17:34,2023-03-06 23:32:39.361655
1526458,2023-03-06 23:19:40,2023-03-06 23:36:53.026462
1526459,2023-03-06 23:20:43,2023-03-06 23:36:37.644912
1526460,2023-03-06 23:22:23,2023-03-06 23:37:51.504854
1526461,2023-03-06 23:24:00,2023-03-06 23:39:36.252535
1526462,2023-03-06 23:25:32,2023-03-06 23:40:53.523380
1526463,2023-03-06 23:29:22,2023-03-06 23:47:58.310891
1526464,2023-03-06 23:31:30,2023-03-06 23:47:53.063834
1526465,2023-03-06 23:33:39,2023-03-06 23:53:48.557509
1526466,2023-03-06 23:35:53,2023-03-06 23:55:47.763450
1526467,2023-03-06 23:35:57,2023-03-07 01:29:32.115694
1526468,2023-03-06 23:44:35,2023-03-07 00:00:11.603593
1526469,2023-03-06 23:45:59,2023-03-07 00:28:40.915251
1526470,2023-03-06 23:46:54,2023-03-07 00:03:32.565843
1526471,2023-03-06 23:48:21,2023-03-07 00:05:20.973267
1526472,2023-03-06 23:49:18,2023-03-07 00:05:38.507175
1526473,2023-03-06 23:50:12,2023-03-07 00:06:11.297681
1526474,2023-03-06 23:50:13,2023-03-07 00:05:26.724854
1526475,2023-03-06 23:51:31,2023-03-07 00:17:31.034917
1526476,2023-03-06 23:52:10,2023-03-07 00:07:12.331621
1526477,2023-03-06 23:52:14,2023-03-07 00:08:06.652590
1526478,2023-03-06 23:52:16,2023-03-07 00:07:46.979916
1526479,2023-03-06 23:53:31,2023-03-07 00:08:41.329571
1526480,2023-03-06 23:55:40,2023-03-07 00:10:53.500005
1526481,2023-03-06 23:55:51,2023-03-07 00:10:57.623311
1526482,2023-03-06 23:59:29,2023-03-07 00:14:43.346380
1526483,2023-03-07 00:03:15,2023-03-07 00:21:00.636176
1526484,2023-03-07 00:08:20,2023-03-07 00:26:29.033059
1526485,2023-03-07 00:15:06,2023-03-07 00:30:40.548188
1526486,2023-03-07 00:16:38,2023-03-07 00:32:00.685235
1526487,2023-03-07 00:19:55,2023-03-07 00:49:11.029486
1526488,2023-03-07 00:23:16,2023-03-07 00:38:37.788290
1526489,2023-03-07 00:24:30,2023-03-07 00:39:35.001956
1526490,2023-03-07 00:24:35,2023-03-07 00:42:21.726244
1526491,2023-03-07 00:25:46,2023-03-07 00:42:02.529013
1526492,2023-03-07 00:32:58,2023-03-07 00:49:30.941903
1526493,2023-03-07 00:35:39,2023-03-07 00:52:13.699331
1526494,2023-03-07 00:38:47,2023-03-07 00:54:22.464913
1526495,2023-03-07 00:39:32,2023-03-07 00:54:38.669018
1526496,2023-03-07 00:40:59,2023-03-07 00:56:29.885226
1526497,2023-03-07 00:48:49,2023-03-07 01:08:13.914701
1526498,2023-03-07 00:48:59,2023-03-07 01:08:20.477131
1526499,2023-03-07 01:00:27,2023-03-07 01:15:48.640951
1526500,2023-03-07 01:02:00,2023-03-07 01:17:38.463370
1526501,2023-03-07 01:13:05,2023-03-07 01:34:29.330808
1526502,2023-03-07 01:20:15,2023-03-07 01:35:20.478218
1526503,2023-03-07 01:21:27,2023-03-07 01:36:29.522770
1526504,2023-03-07 01:23:49,2023-03-07 01:38:49.747121
1526505,2023-03-07 01:25:01,2023-03-07 01:40:28.373086
1526506,2023-03-07 01:28:03,2023-03-07 01:43:14.398369
1526507,2023-03-07 01:28:10,2023-03-07 01:43:33.164599
1526508,2023-03-07 01:30:00,2023-03-07 01:45:12.152361
1526509,2023-03-07 01:30:07,2023-03-07 01:45:07.381985
1526510,2023-03-07 01:34:20,2023-03-07 01:49:29.147854
1526511,2023-03-07 01:44:30,2023-03-07 02:01:31.624815
1526512,2023-03-07 01:46:38,2023-03-07 02:16:45.448495
1526513,2023-03-07 01:48:22,2023-03-07 02:03:30.394101
1526514,2023-03-07 01:49:10,2023-03-07 02:04:13.303191
1526515,2023-03-07 01:49:11,2023-03-07 02:06:32.823448
1526516,2023-03-07 01:49:33,2023-03-07 02:09:09.470469
1526517,2023-03-07 01:49:38,2023-03-07 02:04:49.809403
1526518,2023-03-07 01:53:37,2023-03-07 02:09:53.890522
1526519,2023-03-07 01:56:09,2023-03-07 02:15:22.194384
1526520,2023-03-07 01:58:07,2023-03-07 02:16:08.872556
1526521,2023-03-07 02:01:53,2023-03-07 02:20:49.929496
1526522,2023-03-07 02:02:32,2023-03-07 02:26:00.380012
1526523,2023-03-07 02:03:44,2023-03-07 02:19:07.139716
1526524,2023-03-07 02:05:50,2023-03-07 02:24:15.946721
1526525,2023-03-07 02:05:52,2023-03-07 02:21:21.925977
1526526,2023-03-07 02:06:42,2023-03-07 02:23:15.214708
1526527,2023-03-07 02:15:40,2023-03-07 02:31:30.011020
1526528,2023-03-07 02:18:54,2023-03-07 02:40:01.819114
1526529,2023-03-07 02:18:59,2023-03-07 02:34:07.635957
1526530,2023-03-07 02:19:51,2023-03-07 02:39:21.281680
1526531,2023-03-07 02:21:20,2023-03-07 02:40:56.380092
1526532,2023-03-07 02:27:58,2023-03-07 02:43:15.893800
1526533,2023-03-07 02:28:53,2023-03-07 02:43:54.462803
1526534,2023-03-07 02:30:22,2023-03-07 02:46:05.623932
1526535,2023-03-07 02:31:11,2023-03-07 02:46:13.358432
1526536,2023-03-07 02:38:32,2023-03-07 02:54:33.777836
1526537,2023-03-07 02:41:41,2023-03-07 02:58:32.684551
1526538,2023-03-07 02:44:06,2023-03-07 03:00:01.819586
1526539,2023-03-07 02:44:26,2023-03-07 02:59:35.183871
1526540,2023-03-07 02:47:06,2023-03-07 03:02:07.781821
1526541,2023-03-07 02:47:10,2023-03-07 03:04:06.320049
1526542,2023-03-07 02:47:18,2023-03-07 03:02:57.493297
1526543,2023-03-07 02:52:22,2023-03-07 03:07:36.206991
1526544,2023-03-07 02:53:01,2023-03-07 03:09:18.881592
1526545,2023-03-07 02:53:43,2023-03-07 03:11:21.911430
1526546,2023-03-07 02:55:06,2023-03-07 03:10:11.663500
1526547,2023-03-07 02:59:44,2023-03-07 03:15:00.003163
1526548,2023-03-07 03:02:55,2023-03-07 05:15:02.261488
1526549,2023-03-07 03:03:10,2023-03-07 03:18:11.178058
1526550,2023-03-07 03:11:35,2023-03-07 03:26:35.699858
1526551,2023-03-07 03:11:39,2023-03-07 03:27:34.209631
1526552,2023-03-07 03:14:33,2023-03-07 03:33:35.049229
1526553,2023-03-07 03:17:01,2023-03-07 03:32:03.529957
1526554,2023-03-07 03:18:04,2023-03-07 03:37:17.279013
1526555,2023-03-07 03:19:35,2023-03-07 03:34:38.615271
1526556,2023-03-07 03:20:11,2023-03-07 03:38:42.661898
1526557,2023-03-07 03:20:33,2023-03-07 03:39:59.979099
1526558,2023-03-07 03:30:39,2023-03-07 03:45:55.914039
1526559,2023-03-07 03:31:50,2023-03-07 03:47:02.311769
1526560,2023-03-07 03:33:02,2023-03-07 03:48:02.231155
1526561,2023-03-07 03:33:44,2023-03-07 03:51:02.850009
1526562,2023-03-07 03:36:54,2023-03-07 03:59:08.807757
1526563,2023-03-07 03:38:20,2023-03-07 03:54:16.344175
1526564,2023-03-07 03:44:16,2023-03-07 03:59:39.786947
1526565,2023-03-07 03:45:35,2023-03-07 04:01:17.488544
1526566,2023-03-07 03:50:24,2023-03-07 04:05:31.412021
1526567,2023-03-07 03:50:25,2023-03-07 04:05:26.106299
1526568,2023-03-07 03:52:43,2023-03-07 04:08:20.934661
1526569,2023-03-07 03:57:16,2023-03-07 04:12:45.032237
1526570,2023-03-07 03:58:03,2023-03-07 04:13:29.075135
1526571,2023-03-07 03:58:07,2023-03-07 04:14:29.399895
1526572,2023-03-07 03:58:58,2023-03-07 04:18:57.345630
1526573,2023-03-07 04:04:12,2023-03-07 04:23:05.649800
1526574,2023-03-07 04:07:13,2023-03-07 04:23:14.568066
1526575,2023-03-07 04:08:41,2023-03-07 04:24:04.222432
1526576,2023-03-07 04:11:50,2023-03-07 04:26:53.878399
1526577,2023-03-07 04:15:27,2023-03-07 04:32:55.978106
1526578,2023-03-07 04:15:44,2023-03-07 04:33:43.503892
1526579,2023-03-07 04:18:43,2023-03-07 05:13:19.696569
1526580,2023-03-07 04:19:11,2023-03-07 04:34:23.534384
1526581,2023-03-07 04:27:36,2023-03-07 04:42:40.152904
1526582,2023-03-07 04:30:55,2023-03-07 04:50:27.717925
1526583,2023-03-07 04:36:13,2023-03-07 04:51:54.248581
1526584,2023-03-07 04:37:36,2023-03-07 04:53:24.500548
1526585,2023-03-07 04:37:47,2023-03-07 04:59:41.348479
1526586,2023-03-07 04:39:50,2023-03-07 04:54:53.086170
1526587,2023-03-07 04:41:09,2023-03-07 04:56:22.982223
1526588,2023-03-07 04:41:15,2023-03-07 05:28:42.435274
1526589,2023-03-07 04:41:22,2023-03-07 05:02:54.845125
1526590,2023-03-07 04:43:13,2023-03-07 04:58:17.907589
1526591,2023-03-07 04:44:24,2023-03-07 04:59:27.917518
1526592,2023-03-07 04:44:36,2023-03-07 05:05:49.393871
1526593,2023-03-07 04:50:38,2023-03-07 05:13:16.331529
1526594,2023-03-07 04:54:32,2023-03-07 05:12:28.459935
1526595,2023-03-07 04:58:27,2023-03-07 05:14:13.841701
1526596,2023-03-07 05:01:44,2023-03-07 05:17:16.535495
1526597,2023-03-07 05:02:39,2023-03-07 05:18:25.337369
1526598,2023-03-07 05:04:14,2023-03-07 05:21:58.067177
1526599,2023-03-07 05:10:47,2023-03-07 05:27:00.912043
1526600,2023-03-07 05:11:07,2023-03-07 05:26:20.629995
1526601,2023-03-07 05:12:51,2023-03-07 05:29:16.781650
1526602,2023-03-07 05:13:50,2023-03-07 05:34:21.442389
1526603,2023-03-07 05:25:12,2023-03-07 05:42:39.432391
1526604,2023-03-07 05:28:56,2023-03-07 05:44:02.064717
1526605,2023-03-07 05:29:34,2023-03-07 05:48:18.223197
1526606,2023-03-07 05:33:56,2023-03-07 05:49:59.427018
1526607,2023-03-07 05:38:30,2023-03-07 05:55:04.366367
1526608,2023-03-07 05:38:48,2023-03-07 05:53:51.484995
1526609,2023-03-07 05:41:38,2023-03-07 05:59:23.710537
1526610,2023-03-07 05:44:03,2023-03-07 06:02:49.061156
1526611,2023-03-07 05:44:17,2023-03-07 05:59:27.427575
1526612,2023-03-07 05:46:55,2023-03-07 06:02:38.533604
1526613,2023-03-07 05:51:45,2023-03-07 06:07:38.486525
1526614,2023-03-07 05:52:00,2023-03-07 06:07:42.028059
1526615,2023-03-07 05:56:13,2023-03-07 06:12:00.033005
1526616,2023-03-07 05:56:34,2023-03-07 06:12:28.581767
1526617,2023-03-07 05:57:06,2023-03-07 06:14:19.493391
1526618,2023-03-07 05:58:38,2023-03-07 06:14:01.259148
1526619,2023-03-07 05:58:58,2023-03-07 06:19:09.882453
1526620,2023-03-07 06:01:26,2023-03-07 06:31:03.299694
1526621,2023-03-07 06:01:51,2023-03-07 06:18:41.464023
1526622,2023-03-07 06:06:13,2023-03-07 06:21:19.932080
1526623,2023-03-07 06:06:30,2023-03-07 06:21:42.719932
1526624,2023-03-07 06:07:25,2023-03-07 06:29:42.022237
1526625,2023-03-07 06:09:29,2023-03-07 06:24:50.692316
